📽直播通用线路,#genre#
无线财经台,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwylwpthjyjjfjxvjlmnduhyjmtvbwxcd.flv
无线财经台,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwohdpthfgfbvcfghjyfjsjbcvxjvbxjsfjfjsehbvbjtvbd5.flv
HOY77台,http://ali.hlspull.yximgs.com/live/huanqiuhkliveyvjojmfdyjjdjdjhdnowspjjlfjhjtycxjfjjojtspjjmehoytv.flv
HOY78台,http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndfncvbdjpeyjhxchjsjjhjejjjyxxw.flv
赛马18台,http://ali.hlspull.yximgs.com/live/huanqiuhklivevhxjcvfhoejfjhdojjjyhcvxcljhjotjyj9jssjfdjcvhthofsjjhyx18.flv
VIUTV,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhtjjnjjdldjlujobnmjjhnbbmdjlpthjyjvjutv.flv
VIUTV6,http://ali.hlspull.yximgs.com/live/huanqiuhklivefhwjptdjbehjtyhbvhfjcvsjjfyjtvjutvsjx.flv
RTHK31,http://ali.hlspull.yximgs.com/live/huanqiuhklivehpjdthpthcvhnjujulsfjhcvbjuyhbnjyjthj31.flv
RTHK32,http://ali.hlspull.yximgs.com/live/huanqiuhklivejpjjecxvjjusjfjjfdhnbthjjsjfwdtncyjthj32.flv
澳门莲花,http://ali.hlspull.yximgs.com/live/huanqiuhklivejejcxlvofbncvshhjsjcvndcbvdbneyjhxchjjhbnjjhjejjmlh.flv
民视,http://ali.hlspull.yximgs.com/live/huanqiuhklivephjwfpjwvnjfdlsetfjjjjsjsftewjhvcbjjfdjuoljbms.flv
中视,http://ali.hlspull.yximgs.com/live/huanqiuhklivejphfwnmfdcjfxcvhjjwjfbfjdyujjnmfcbsfjejtyhsdjs.flv
华视,http://ali.hlspull.yximgs.com/live/huanqiuhklivepdymvcjnjjjcvbcvbjtyjjjffcfjvjftojjbvcjfednhs.flv
台视,http://ali.hlspull.yximgs.com/live/huanqiuhkliveptejfsxlvcjdewjjjpsjfvvxcjjjpfossvbxcfjjtjvxjhlts.flv
TVBS台,http://ali.hlspull.yximgs.com/live/huanqiuhklivejpjovdxjojfdejodsjxcvljjfvhnjljjjobjjjsvhjchtvbs.flv
TVBS新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivejojwhjxojhjjjlfhjljsjcnxjfvbhjdjwjfjjdsswvtvbsxw.flv
壹新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivemjfoyjvjsdvbnwejtjujjxjcvfjjsjfhfjddjjlhtbchyxw.flv
镜新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhkliveexcvjjocvuojxucfdexjpjjyxchvljxjfejhcelethjjdxw.flv
民视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivecnbvjfhdjujjvcbnjftujscxjfjejyhjjvjfmsxw.flv
华视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivencxtdtejhlvmjsjwjejwttyjhvcbjjjsjntjvbjugsxw.flv
中视新闻台,http://ali.hlspull.yximgs.com/live/huanqiuhklivepnvjydstudjbsjcvbfjjjsjfjsjwetymjldhdujocnjsxw.flv
凤凰中文,http://116.162.6.191/1301-txt.otvstream.otvcloud.com/otv/skcc/live/channel52003/2300.m3u8
凤凰中文,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226317/index.m3u8
凤凰资讯,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8
凤凰资讯,http://116.162.6.191/1301-txt.otvstream.otvcloud.com/otv/skcc/live/channel52002/2300.m3u8
凤凰香港,http://113.64.145.34:8081/hls/38/index.m3u8
翡翠台,http://grandprix2023.asuscomm.com:8889/bysid/1.m3u8
明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
无线新闻,http://grandprix2023.asuscomm.com:8892/bysid/83.m3u8
澳门Macau,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
J2,https://ha.jmied.com/aa/aa.flv?auth_key=1661958232-0-0-3d9174957759709f8b53448167c0b6f6
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB星河国语,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
经典影视台,https://ali.hlspull.yximgs.com/live/asdfg32516.flv
重温经典,http://171.208.19.192:9090/live/cwjd/hls.m3u8
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧台,http://61.221.215.25:8800/hls/41/index.m3u8
八大戏剧台,http://61.221.215.25:8800/hls/39/index.m3u8
八大第1台,http://61.221.215.25:8800/hls/55/index.m3u8
八大综合台,http://61.221.215.25:8800/hls/56/index.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
点掌财经,https://wsvideo.aniu.tv/live/aniu/playlist.m3u8
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
Wion News,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/chunklist_b3256000_sleng.m3u8
TBS,http://143.244.60.30/TBS/index.m3u8
Fight Network,https://d12a2vxqkkh1bo.cloudfront.net/hls/1080p/playlist.m3u8
Pop,http://streamsy.online:2999/coachj88/N93DPKS9pJ/226
东森超视,http://171.108.239.73:8181/tsfile/live/1023_1.m3u8
东森电影,http://171.108.239.73:8181/tsfile/live/1010_1.m3u8
东森洋片,http://171.108.239.73:8181/tsfile/live/1016_1.m3u8
动漫秀场,http://171.108.239.73:8181/tsfile/live/1048_1.m3u8
凤凰卫视香港台,http://171.108.239.73:8181/tsfile/live/1025_1.m3u8
凤凰资讯,http://171.108.239.73:8181/tsfile/live/1024_1.m3u8
经典电影,http://171.108.239.73:8181/tsfile/live/1019_1.m3u8
龙祥电影,http://171.108.239.73:8181/tsfile/live/1011_1.m3u8
热播剧场,http://171.108.239.73:8181/tsfile/live/1020_1.m3u8
少儿动画,http://171.108.239.73:8181/tsfile/live/1114_1.m3u8
私人影院HD,http://171.108.239.73:8181/tsfile/live/1014_1.m3u8
星河频道,http://171.108.239.73:8181/tsfile/live/1005_1.m3u8
星空卫视,http://171.108.239.73:8181/tsfile/live/1012_1.m3u8
天映电影,http://171.108.239.73:8181/tsfile/live/1009_1.m3u8
中国电影,http://171.108.239.73:8181/tsfile/live/1013_1.m3u8
中国天气,http://171.108.239.73:8181/tsfile/live/1116_1.m3u8
足球频道,http://171.108.239.73:8181/tsfile/live/1045_1.m3u8



⚽体育休闲,#genre#
五星体育,http://116.237.248.80:9901/tsfile/live/1010_1.m3u8
五星体育,https://epg.pw/stream/245d1072476eeab5f81d1de6ad86becda334c7305fcc8ecd462b3a05cca4e7a3.ctv
四海钓鱼,http://sunny2017.forver.one:4022/udp/239.21.2.99:5002
四海钓鱼,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel43036/index.m3u8
魅力足球,http://sunny2017.forver.one:4022/udp/239.21.2.95:5002
武术世界,http://sunny2017.forver.one:4022/udp/239.21.2.96:5002
快乐垂钓,http://sunny2017.forver.one:4022/udp/239.21.2.97:5002
先锋乒羽,http://sunny2017.forver.one:4022/udp/239.21.2.98:5002


🌊福建,#genre#
漳州综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
厦门广电,https://tv.cry33.com/xiamen.php?id=84
厦门广电,https://tv.cry33.com/xiamen.php?id=16
厦门广电,https://tv.cry33.com/xiamen.php?id=17
厦门广电,https://tv.cry33.com/xiamen.php?id=138
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
新罗综合,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗综合,http://stream.lyxltv.com/xltv/sd/live.m3u8?zfud
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8
宁化综合,http://fjnhdb.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8?fujian
云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
漳浦综合,http://220.161.87.62:8090/hls/0/index.m3u8?zfud

🐘河南,#genre#
河南卫视,https://tv.cry33.com/hn.php?id=hnws
河南都市,https://tv.cry33.com/hn.php?id=hnds
河南民生,https://tv.cry33.com/hn.php?id=hnms
河南法治,https://tv.cry33.com/hn.php?id=hmfz
河南电视剧,https://tv.cry33.com/hn.php?id=hndsj
河南新闻,https://tv.cry33.com/hn.php?id=hnxw
欢腾购物,https://tv.cry33.com/hn.php?id=htgw
河南公共,https://tv.cry33.com/hn.php?id=hngg
河南乡村,https://tv.cry33.com/hn.php?id=hnxc
河南国际,https://tv.cry33.com/hn.php?id=hngj
河南梨园,https://tv.cry33.com/hn.php?id=hnly
文物宝库,https://tv.cry33.com/hn.php?id=wwbk
武术世界,https://tv.cry33.com/hn.php?id=wspd
睛彩中原,https://tv.cry33.com/hn.php?id=jczy
移动戏曲,https://tv.cry33.com/hn.php?id=ydxj
象视界,https://tv.cry33.com/hn.php?id=xsj
国学频道,https://tv.cry33.com/hn.php?id=gxpd
濮阳综合,http://49368.hlsplay.aodianyun.com/tv_radio_49368/tv_channel_2480.m3u8?auth_key=4830532265-0-0-a23211dae85304b5f753cb511162a9df
濮阳公共,http://49368.hlsplay.aodianyun.com/tv_radio_49368/tv_channel_3017.m3u8?auth_key=4830532402-0-0-8ddf5282fcd1a9f34372f9f57ce53ec1
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8#http://live.dxhmt.cn:9081/tv/10185-1.m3u8
巩义综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8#http://live.dxhmt.cn:9081/tv/10181-1.m3u8
新密综合,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8#http://live.dxhmt.cn:9081/tv/10183-2.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8#http://live.dxhmt.cn:9081/tv/10182-1.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8#http://live.dxhmt.cn:9081/tv/10184-1.m3u8
林州综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8#http://live.dxhmt.cn:9081/tv/10581-1.m3u8
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8#http://live.dxhmt.cn:9081/tv/10527-1.m3u8
邓州综合,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8#http://live.dxhmt.cn:9081/tv/11381-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8#http://live.dxhmt.cn:9081/tv/11322-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8#http://live.dxhmt.cn:9081/tv/11325-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8#http://live.dxhmt.cn:9081/tv/11328-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8#http://live.dxhmt.cn:9081/tv/11326-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8#http://live.dxhmt.cn:9081/tv/11329-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8#http://live.dxhmt.cn:9081/tv/11324-1.m3u8
栾川综合,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8#http://live.dxhmt.cn:9081/tv/10324-1.m3u8
孟津综合,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8#http://live.dxhmt.cn:9081/tv/10322-2.m3u8
汝阳综合,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8#http://live.dxhmt.cn:9081/tv/10326-1.m3u8
嵩县综合,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8#http://live.dxhmt.cn:9081/tv/10325-1.m3u8
新安综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8#http://live.dxhmt.cn:9081/tv/10323-1.m3u8
偃师综合,http://tvpull.dxhmt.cn:9081/tv/10381-1.m3u8#http://live.dxhmt.cn:9081/tv/10381-1.m3u8
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8#http://live.dxhmt.cn:9081/tv/10327-1.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作教育,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
睛彩焦作,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8#http://live.dxhmt.cn:9081/tv/10883-1.m3u8
沁阳综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8#http://live.dxhmt.cn:9081/tv/10882-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8#http://live.dxhmt.cn:9081/tv/10825-1.m3u8
武陟综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8#http://live.dxhmt.cn:9081/tv/10823-1.m3u8#http://live.dxhmt.cn:9080/wuzhiAdmin/719b76b2e06e456e9b30ad2b03e9122d.m3u8
襄城综合,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8#http://live.dxhmt.cn:9081/tv/11025-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8#http://live.dxhmt.cn:9081/tv/11024-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8#http://live.dxhmt.cn:9081/tv/11081-1.m3u8
开封综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8#http://live.dxhmt.cn:9081/tv/10200-2.m3u8
开封公共,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8#http://live.dxhmt.cn:9081/tv/10200-3.m3u8
兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8#http://live.dxhmt.cn:9081/tv/10225-1.m3u8
杞县综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8#http://live.dxhmt.cn:9081/tv/10221-1.m3u8
尉氏综合,http://tvpull.dxhmt.cn:9081/tv/10223-1.m3u8#http://live.dxhmt.cn:9081/tv/10223-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8#http://live.dxhmt.cn:9081/tv/11621-1.m3u8
鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8#http://live.dxhmt.cn:9081/tv/11628-1.m3u8
沈丘综合,http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8#http://live.dxhmt.cn:9081/tv/11624-1.m3u8
项城综合,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8#http://live.dxhmt.cn:9081/tv/11681-1.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8#http://live.dxhmt.cn:9081/tv/11622-1.m3u8
永城综合,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8#http://live.dxhmt.cn:9081/tv/11481-1.m3u8
灵宝综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8#http://live.dxhmt.cn:9081/tv/11282-1.m3u8
卢氏综合,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8#http://live.dxhmt.cn:9081/tv/11224-1.m3u8
渑池综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8#http://live.dxhmt.cn:9081/tv/11221-1.m3u8
义马综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8#http://live.dxhmt.cn:9081/tv/11281-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8#http://live.dxhmt.cn:9081/tv/11522-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8#http://live.dxhmt.cn:9081/tv/11525-1.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8#http://live.dxhmt.cn:9081/tv/11527-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8#http://live.dxhmt.cn:9081/tv/11526-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8#http://live.dxhmt.cn:9081/tv/11521-1.m3u8
商城综合,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8#http://live.dxhmt.cn:9081/tv/11524-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8#http://live.dxhmt.cn:9081/tv/11523-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8#http://live.dxhmt.cn:9081/tv/11122-1.m3u8
舞阳综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8#http://live.dxhmt.cn:9081/tv/11121-1.m3u8
济源一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8#http://live.dxhmt.cn:9081/tv/19001-1.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8#http://live.dxhmt.cn:9081/tv/10622-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8#http://live.dxhmt.cn:9081/tv/10621-1.m3u8
泌阳综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8#http://live.dxhmt.cn:9081/tv/11726-1.m3u8
平舆综合,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8#http://live.dxhmt.cn:9081/tv/11723-1.m3u8
确山综合,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8#http://live.dxhmt.cn:9081/tv/11725-1.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8#http://live.dxhmt.cn:9081/tv/11722-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8#http://live.dxhmt.cn:9081/tv/11729-1.m3u8
西平综合,http://tvpull.dxhmt.cn:9081/tv/11721-1.m3u8#http://live.dxhmt.cn:9081/tv/11721-1.m3u8
长垣综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8#http://live.dxhmt.cn:9081/tv/10728-1.m3u8
封丘综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8#http://live.dxhmt.cn:9081/tv/10727-1.m3u8
辉县综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8#http://live.dxhmt.cn:9081/tv/10782-1.m3u8
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8#http://live.dxhmt.cn:9081/tv/10781-1.m3u8
新乡综合,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8#http://live.dxhmt.cn:9081/tv/10721-1.m3u8
原阳综合,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8#http://live.dxhmt.cn:9081/tv/10725-1.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8#http://live.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8#http://live.dxhmt.cn:9081/tv/10425-1.m3u8
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8#http://live.dxhmt.cn:9081/tv/10423-1.m3u8
舞钢综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8#http://live.dxhmt.cn:9081/tv/10481-1.m3u8#http://live.dxhmt.cn:9080/13937510433/1fd30c3556cd401089d087167a7879fe.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8#http://live.dxhmt.cn:9081/tv/10422-1.m3u8


🏙️上海,#genre#
东方卫视,https://tv.cry33.com/shanghai.php?id=dfws
东方购物,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
新闻综合,https://tv.cry33.com/shanghai.php?id=shxwzh
上海ics,https://tv.cry33.com/shanghai.php?id=shics
第一财经,https://tv.cry33.com/shanghai.php?id=dycj
东方财经 HD,http://sunny2017.forver.one:4022/udp/239.21.2.108:5002
游戏风云 HD,http://sunny2017.forver.one:4022/udp/239.21.2.107:5002
纪实人文,http://sunny2017.forver.one:4022/udp/239.21.1.171:5002
纪实人文,https://tv.cry33.com/shanghai.php?id=jsrw
纪实人文,http://116.237.248.80:9901/tsfile/live/1005_1.m3u8
哈哈炫动,https://tv.cry33.com/shanghai.php?id=hhxd
上海都市,https://tv.cry33.com/shanghai.php?id=shds

🐬安徽,#genre#
安徽卫视,http://159.75.166.157/php/ah.php?id=ahws
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
安徽影视,http://159.75.166.157/php/ah.php?id=ahys
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽影视,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be.flv
安徽公共,http://159.75.166.157/php/ah.php?id=ahgg
安徽国际,http://159.75.166.157/php/ah.php?id=ahgj
安徽导视,https://livehls1.appcoo.com/liveshopping/949E0A98C9D0C311/6D925141BC1F8C28/index.m3u8
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8?zanhd
安徽经济生活,http://159.75.166.157/php/ah.php?id=ahjj
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959.flv
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
安徽综艺体育,http://159.75.166.157/php/ah.php?id=ahzy
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽农业科教,http://159.75.166.157/php/ah.php?id=ahnk
肥西综合,http://112.30.194.221:20080/live/7210e3a27cc64ac4a3f7aba2e2b683d5/hls.m3u8
肥西综合,http://112.30.194.221:20080/live/7210e3a27cc64ac4a3f7aba2e2b683d5.flv
滁州综合,http://live.cztv.cc:85/live/xwpd.m3u8
滁州科教,http://live.cztv.cc:85/live/sjpd.m3u8
滁州公共,http://live.cztv.cc:85/live/ggpd.m3u8
池州综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州文教,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
阜阳都市,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2854.m3u8?auth_key=4835990545-0-0-80a02249988a1cd7a605401bb3a97442&extra_key=ohSJKJdeEa3QQlgmBxpudi6ezxha2e0nc6NZj3SHRORmaEFCgqd6yS2lGW3j-QQf56tTLDfQMDwAAnYcmDicXDRhX7-vqQx3Y2n2ERhE5FWfT3X--ob2iuEq3JtYdHC_ndaPCeOBQdXbH--HpXp2yu84RkSRTHg6mejJ52Qu7did-D4rWp9iydThnLbjeQ_1
阜阳教育,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2852.m3u8?auth_key=4835990057-0-0-017419faa93529a4aa5fc283632732ca&extra_key=vQshsQkSOG1FT9Mb763SReA_ScJbWZE1GdTHuMtghVIye3UhXJWOF-WqFU3cuQ-uD1nO3QrpvlmEGnULzFj7L_nbUOgIFmahrvO-Mu8U3Rx4MRBSMj7QUjXKdwK-4_tfiHF9qHU4TLF_9Q9bpL7Sk2xp6AMy4uMlD3O5Hmrnu1w2QzhRwTPxeTmKO9iTZamR
固镇综合,http://www.guzhenm.com:7001/hls/hd-live.m3u8
歙县综合,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8
岳西综合,http://112.30.194.221:20080/live/b62955a9283f4c2ea8ccb96e8ac468bc/hls.m3u8
固镇综合,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
灵璧综合,http://live.cms.anhuinews.com/video/s10003-lbtv/index.m3u8?zanhd




🌶江西,#genre#
赣州新闻综合,http://wb.jxgztv.com/live/gztv1.flv
赣州新闻综合,http://wb.jxgztv.com/live/gztv1.m3u8
赣州公共,http://wb.jxgztv.com/live/gztv2.flv
赣州教育,http://wb.jxgztv.com/live/gztv3.flv


🍒广东,#genre#
广东卫视HD,http://171.108.239.73:8181/tsfile/live/1059_1.m3u8
广东影视,http://171.108.239.73:8181/tsfile/live/1002_1.m3u8
广东体育,http://171.108.239.73:8181/tsfile/live/1004_1.m3u8
广东嘉佳卡通,http://171.108.239.73:8181/tsfile/live/1047_1.m3u8
广东珠江台,http://171.108.239.73:8181/tsfile/live/1001_1.m3u8
大湾区卫视,http://sunny2017.forver.one:4022/udp/239.21.2.133:5002
大湾区卫视,http://glive.grtn.cn/live/lizhi.m3u8
广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
广州综合,https://tv.cry33.com/gztv.php?id=gzzh
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,https://tv.cry33.com/gztv.php?id=gzxw
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛,https://tv.cry33.com/gztv.php?id=gzjs
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视,https://tv.cry33.com/gztv.php?id=gzys
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,https://tv.cry33.com/gztv.php?id=gzfz
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州南国都市,https://tv.cry33.com/gztv.php?id=gzsh
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
深圳卫视,https://tv.cry33.com/shenzhen.php?id=szws
深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
深圳都市,https://tv.cry33.com/shenzhen.php?id=szds
深圳娱乐,https://tv.cry33.com/shenzhen.php?id=szyl
深圳公共,https://tv.cry33.com/shenzhen.php?id=szgg
深圳财经,https://tv.cry33.com/shenzhen.php?id=szcjsh
深圳电视剧,https://tv.cry33.com/shenzhen.php?id=szdsj
深圳少儿,https://tv.cry33.com/shenzhen.php?id=szse
深圳购物,https://tv.cry33.com/shenzhen.php?id=yhgw
深圳国际,https://tv.cry33.com/shenzhen.php?id=szgj
深圳移动,https://tv.cry33.com/shenzhen.php?id=szyd
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
惠州综合HD,http://udmark.cn:8081/udp/239.21.0.27:3448
惠州公共HD,http://udmark.cn:8081/udp/239.21.0.28:3452
河源综合HD,http://udmark.cn:8081/udp/239.21.0.48:3532
河源公共HD,http://udmark.cn:8081/udp/239.21.0.49:3536
汕尾综合HD,http://udmark.cn:8081/udp/239.21.0.89:3696
汕尾生活HD,http://udmark.cn:8081/udp/239.21.0.90:3700
揭阳综合HD,http://udmark.cn:8081/udp/239.21.0.91:3704
揭阳生活HD,http://udmark.cn:8081/udp/239.21.0.92:3708
汕头综合HD,http://udmark.cn:8081/udp/239.21.0.101:3744
