庆余年第二季,#genre#
	东源,http://8.217.90.28:9999/触电.php?id=dytv
	东源,http://php.jdshipin.com:8880/chudian.php?id=dytv
	
	斗门融媒
	恩平综合
	番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
	番禺综合,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
	佛冈
	佛冈综合
	佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
	
	佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
	
	佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
	佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss
	佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
	佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
	佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
	佛山综合,http://www.namewee.xyz/gudou.php?id=foshanzongheHD_4500
	工布江达县广播电视台,http://php.jdshipin.com:8880/chudian.php?id=gbjd
	广东4K超高清,http://ci.emdoor.tech:8080/touchtv.php?pk=1198
	广东国际
	
	广东经济科教,
	广东卡通
	广东科教,http://sxd.nyxg.vip:40000/udp/239.77.0.85:5146
	广东民生,http://php.jdshipin.com:8880/chudian.php?id=gdms
	广东民生,http://sxd.nyxg.vip:40000/udp/239.77.0.225:5146
	广东南方卫视,http://sxd.nyxg.vip:40000/udp/239.77.0.215:5146
	广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse
	广东少儿,http://sxd.nyxg.vip:40000/udp/239.77.0.250:5146
	广东少儿,http://www.namewee.xyz/gudou.php?id=1457
	广东体育,http://sxd.nyxg.vip:40000/udp/239.77.0.112:5146
	广东体育,http://sxd.nyxg.vip:40000/udp/239.77.0.168:5146
	广东体育,http://www.namewee.xyz/gudou.php?id=1413
	广东体育,http://php.jdshipin.com:8880/chudian.php?id=gdty
	
	广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8
	广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
	广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd
	广东新闻,http://php.jdshipin.com:8880/chudian.php?id=gdxw
	广东新闻,http://sxd.nyxg.vip:40000/udp/239.77.0.173:5146
	广东新闻,http://www.namewee.xyz/gudou.php?id=1454
	广东移动,http://ci.emdoor.tech:8080/touchtv.php?pk=2463
	广东移动,http://php.jdshipin.com:8880/chudian.php?id=gdyd
	广东影视,http://sxd.nyxg.vip:40000/udp/239.77.0.217:5146
	广东影视,http://php.jdshipin.com:8880/chudian.php?id=gdys
	
	广东珠江,http://www.namewee.xyz/gudou.php?id=gdzhujiangHD_7500
	广东珠江,http://gxdl-lhs.8866.org:85/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0
	广东珠江,http://php.jdshipin.com:8880/chudian.php?id=gdzj
	广宁综合,http://php.jdshipin.com:8880/chudian.php?id=gnzh
	
	广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
	广州法治,http://sxd.nyxg.vip:40000/udp/239.253.43.74:5146
	广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
	广州竞赛,http://sxd.nyxg.vip:40000/udp/239.253.43.75:5146
	广州竞赛,http://www.namewee.xyz/gudou.php?id=gzcompetition_1500
	广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
	广州南国都市,http://r.jdshipin.com/nWaZO
	
	广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
	广州新闻,http://sxd.nyxg.vip:40000/udp/239.253.43.72:5146
	
	广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
	广州影视,http://r.jdshipin.com/TcKr2
	广州影视,http://sxd.nyxg.vip:40000/udp/239.253.43.73:5146
	
	广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
	广州综合,http://r.jdshipin.com/iR6Gq
	广州综合,http://sxd.nyxg.vip:40000/udp/239.253.43.71:5146
	和平综合,http://php.jdshipin.com:8880/chudian.php?id=hpzh
	
	
	河源公共,http://php.jdshipin.com:8880/chudian.php?id=hygg
	河源公共,http://tmpstream.hyrtv.cn/hygg/playlist.m3u8?_upt=c9befc281606112199?zguangd
	河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
	河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8?zguangd
	
	河源综合,http://php.jdshipin.com:8880/chudian.php?id=hyzh
	河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
	河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?zguangd
	河源综合,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd
	河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8#https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
	河源综合,http://tmpstream.hyrtv.cn/xwzh/playlist.m3u8?_upt=407e01941606112151?zguangd
	
	鹤山综合,http://php.jdshipin.com:8880/chudian.php?id=hszh
	化州综合,http://php.jdshipin.com:8880/chudian.php?id=hzzh
	怀集综合,http://php.jdshipin.com:8880/chudian.php?id=hjzh
	惠东综合,http://ci.emdoor.tech:8080/touchtv.php?pk=2404
	惠东综合,http://php.jdshipin.com:8880/chudian.php?id=hdzh
	
	惠阳电视台,http://ci.emdoor.tech:8080/touchtv.php?pk=2470
	惠阳电视台,http://php.jdshipin.com:8880/chudian.php?id=hytv
	
	惠州新闻综合
	
	嘉佳卡通,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001227/index.m3u8
	
	江门侨乡生活
	江门综合
	揭东综合
	揭阳生活
	揭阳综合
	揭阳综合
	
	开平生活,http://php.jdshipin.com:8880/chudian.php?id=kpsh
	
	开平综合,http://php.jdshipin.com:8880/chudian.php?id=kpzh
	
	乐昌电视台,http://php.jdshipin.com:8880/chudian.php?id=lctv
	
	连平台,http://php.jdshipin.com:8880/chudian.php?id=lpzh
	连州综合
	廉江综合-1
	廉江综合-2
	廉江综合,http://php.jdshipin.com:8880/chudian.php?id=ljzh
	
	岭南戏曲,http://gmxw.7766.org:808/hls/16/index.m3u8
	
	罗定综合
	茂名文化生活
	茂名综合
	梅县综合
	梅州1
	梅州2
	梅州导视
	梅州综合
	南国都市
	南海综合
	平远综合
	普宁台
	普宁综合,http://php.jdshipin.com:8880/chudian.php?id=pnzh
	
	清新综合
	清远文旅生活
	清远新闻综合
	清远综合
	饶平台
	
	汕头经济高清,http://211.97.63.3:801/hls/82/index.m3u8
	汕头经济生活
	汕头体育高清,http://211.97.63.3:801/hls/80/index.m3u8
	
	汕头文旅体育
	汕头综合,http://211.97.63.3:801/hls/81/index.m3u8
	
	汕尾文化生活
	汕尾新闻综合
	
	韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
	韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
	
	
	韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
	韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
	
	深圳宝安
	深圳财经生活,http://223.109.210.49/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel48/index.m3u8
	
	深圳电视剧
	
	深圳东部,https://lglivepull.sznews.com/live/2646.m3u8
	深圳东部,https://lglivepull.sznews.com/live/2646.m3u8?zguangd
	
	
	深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
	深圳都市,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
	深圳都市,http://livepull-tcyzb.sztv.com.cn/showto_live/dushi01.m3u8
	深圳都市,http://223.109.210.41/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel46/index.m3u8
	
	深圳公共
	
	
	深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8
	
	深圳少儿
	
	深圳蛇口
	
	深圳体育
	
	深圳体育健康
	
	深圳卫视
	深圳宜和购物
	
	深圳娱乐
	
	深圳众创,https://lglivepull.sznews.com/live/2645.m3u8
	
	始兴综合
	顺德综合
	四会新闻综合
	
	遂溪台,http://php.jdshipin.com:8880/chudian.php?id=sxtv
	
	
	台山台,http://php.jdshipin.com:8880/chudian.php?id=tstv
	吴川综合,http://php.jdshipin.com:8880/chudian.php?id=wczh
	五华台
	
	
	新会综合,http://php.jdshipin.com:8880/chudian.php?id=xhzh
	
	
	信宜台,http://www.namewee.xyz/gudou.php?id=xinyigaoqing
	
	信宜综合,http://php.jdshipin.com:8880/chudian.php?id=xyzh
	
	兴宁台
	徐闻综合
	阳春综合,http://php.jdshipin.com:8880/chudian.php?id=yczh
	
	
	阳江1,http://php.jdshipin.com:8880/chudian.php?id=yjtv1
	阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/playlist.m3u8
	阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
	阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8?zguangd
	
	阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8?zguangd
	
	
	阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
	阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
	阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd
	阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
	
	阳西综合,http://php.jdshipin.com:8880/chudian.php?id=yxzh
	
	英德新闻综合,http://php.jdshipin.com:8880/chudian.php?id=ydxw
	
	英德综合,http://www.namewee.xyz/gudou.php?id=yingdezonghe
	
	云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8
	
	云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
	
	增城台,http://www.namewee.xyz/gudou.php?id=2079
	
	湛江公共,http://www.namewee.xyz/gudou.php?id=zhanjianggonggong_1500
	湛江综合,http://www.namewee.xyz/gudou.php?id=zhanjiangzonghe_1500
	
	肇庆公共
	
	肇庆生活
	
	肇庆综合
	
	中山教育
	中山香山文化
	中山综合
	
	珠海
	珠海二套
	珠海一套
	紫金综合,http://php.jdshipin.com:8880/chudian.php?id=zjzh
	
	GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721
	GRTN文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
	
	GRTN文化频道,https://glive.grtn.cn/live/wenhua_test0203.m3u8
	
	
	
	//上面的广东地方台
	
	
	📡广西地方,#genre#
	
	巴马综合,https://rtmp.gdlive.gdmain.com:443/live/028exb80.m3u8
	
	北海新闻,http://rtmp.gdlive.gdmain.com/live/09em4xbl.flv
	北海新闻,http://rtmp.gdlive.gdmain.com/live/09em4xbl.m3u8
	
	宾阳综合,https://rtmp.gdlive.gdmain.com:443/live/lgmzjyml.m3u8
	
	崇左综合,http://111.59.63.32:9901/tsfile/live/1002_1.m3u8
	
	东兰综合,https://rtmp.gdlive.gdmain.com:443/live/09aony85.m3u8
	都安综合,https://lives.myun.tv:443/live/09em42ol.m3u8
	灌阳新闻综合,https://lives.myun.tv:443/live/lx1reyg0.m3u8
	
	广西都市,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8
	广西都市,http://111.59.63.32:9901/tsfile/live/1005_1.m3u8
	
	广西贺州,http://zhz.gxhzxw.com:2935/live/HZXW-HD/chunklist.m3u8
	
	广西新闻,http://111.59.63.32:9901/tsfile/live/1007_1.m3u8
	
	
	广西影视,http://111.59.63.32:9901/tsfile/live/1006_1.m3u8
	
	广西综艺旅游,http://111.59.63.32:9901/tsfile/live/1004_1.m3u8
	
	桂林新闻,https://pull.gltvs.com/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
	桂林新闻,https://pull.gltvs.com:443/live/glxw/playlist.m3u8?v=b0528684bf934e120e1c30fc808e6576&t=1796868188
	
	贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
	贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
	贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
	
	龙州综合,https://rtmp.gdlive.gdmain.com:443/live/56jkpxkl.m3u8
	
	隆安新闻综合
	
	罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8
	罗城综合,http://111.12.75.177:9100/lctvlive/lch.m3u8?zguangxd
	罗城综合,http://www.3jlc.cn:80/lctvlive/lcm.m3u8
	
	马山新闻综合
	
	南宁都市生活
	
	南宁公共
	
	南宁新闻综合
	
	南宁影视娱乐
	凭祥综合,https://rtmp.gdlive.gdmain.com:443/live/lnbyv3ol.m3u8
	上林电视台
	天等综合,https://lives.myun.tv:443/live/56jkerol.m3u8
	象州综合,https://livesec.mudu.tv:443/watch/9n9dc8.m3u8
	资源电视台,https://rtmp.gdlive.gdmain.com:443/live/5z4yjgm0.m3u8
	
	
	
	//上面的广西地方台
	
	📡贵州地方,#genre#
	道真新闻综合,http://live.dzrmtzx.org.cn:90/live/dspd_1M.m3u8
	凤冈综合
	贵州2,http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226119/1/index.m3u8?fmt=ts2hls
	贵州3
	贵州公共
	金海湖电视台
	金沙综合
	七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
	黔西南公共
	黔西南综合
	三都新闻综合
	松桃新闻,http://live.strmtzx.cn/stxw/sd/live.m3u8?zguizd
	松桃综艺,http://live.strmtzx.cn/stzy/sd/live.m3u8
	正安综合
	
	//上面的贵州地方台
	
	
	📡海南地方,#genre#
	海南自贸,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?IAS
	海南新闻,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000321/index.m3u8?IAS
	海南文旅,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000322/index.m3u8?IAS
	海南少儿,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?IAS
	海南公共,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?IAS
	三亚卫视
	
	
	//上面的海南地方台
	
	
	
	📡河北地方,#genre#
	安平新闻综合
	霸州公共
	霸州少儿
	霸州文化
	霸州新闻
	保定公共,http://jwcdnqx.hebyun.com.cn/live/bdxw1/1500k/tzwj_video.m3u8
	保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
	保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
	滨海新闻,http://traffic.jbh.tjbh.com/live/bhtv1/playlist.m3u8
	滨海影视,http://traffic.jbh.tjbh.com/live/bhtv3/playlist.m3u8
	滨海综艺,http://traffic.jbh.tjbh.com/live/bhtv2/playlist.m3u8
	沧县二套
	沧县综合
	
	昌黎综合,https://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.m3u8
	昌黎综合,https://jwliveqxzb.hebyun.com.cn/clzhpd/clzhpd.m3u8?zhebd
	昌黎综合,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
	昌黎综合,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd
	
	
	承德公共生活,https://jwcdnqx.hebyun.com.cn/live/cdsggshtv/1500k/tzwj_video.m3u8
	承德公共生活,https://jwliveqxzb.hebyun.com.cn/cdsggshtv/cdsggshtv.m3u8
	
	承德新闻综合,https://jwliveqxzb.hebyun.com.cn/cdsxwzhtv/cdsxwzhtv.m3u8
	承德新闻综合,https://jwcdnqx.hebyun.com.cn/live/cdsxwzhtv/1500k/tzwj_video.m3u8
	
	
	
	大厂一套,http://60.10.185.184:1935/live/dc1.stream/playlist.m3u8
	大厂二套
	
	定州生活频道,https://jwcdnqx.hebyun.com.cn/live/shpd/1500k/tzwj_video.m3u8
	定州生活频道,https://jwliveqxzb.hebyun.com.cn/shpd/shpd.m3u8
	
	定州新闻综合,https://jwliveqxzb.hebyun.com.cn/xxzhpd/xxzhpd.m3u8
	定州新闻综合,https://jwcdnqx.hebyun.com.cn/live/xxzhpd/1500k/tzwj_video.m3u8
	
	
	丰宁综合,https://jwcdnqx.hebyun.com.cn/live/fengningzonghe/1500k/tzwj_video.m3u8
	丰宁综合,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
	
	阜城经济,http://hbfc.chinashadt.com:2036/live/5.stream/playlist.m3u8
	阜城综合,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8
	
	邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
	
	邯郸公共,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
	邯郸公共,http://live.hd.hdbs.cn/video/s10001-2021hdgg/index.m3u8
	邯郸公共,http://live.hd.hdbs.cn/video/s10001-2021hdgg/index.m3u8?zhebd
	邯郸公共,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
	邯郸公共,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8?zhebd
	
	
	
	邯郸科技教育,http://live.hd.hdbs.cn/video/s10001-2021hdkjjy/index.m3u8
	邯郸科技教育,http://live.hd.hdbs.cn/video/s10001-2021hdkjjy/index.m3u8?zhebd
	邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
	邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8?zhebd
	邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
	邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd
	
	
	
	
	邯郸新闻综合,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
	邯郸新闻综合,http://live.hd.hdbs.cn/video/s10001-2021hdxwzh/index.m3u8
	
	河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3944fff7fdd8f8caf6adce2c9a0ef126
	
	河北都市,https://event.pull.hebtv.com/jishi/dushipindao.m3u8
	河北都市,https://jwplay.hebyun.com.cn/live/hbdstv/1500k/tzwj_video.m3u8
	
	
	河北公共,https://jwplay.hebyun.com.cn/live/hbggtv/1500k/tzwj_video.m3u8
	
	河北经济,http://live.hyxrmt.com:85/live/xwpd.m3u8
	
	河北农民,http://hbfc.chinashadt.com:2036/live/1003.stream/playlist.m3u8
	河北农民,https://jwplay.hebyun.com.cn/live/hbnmtv/1500k/tzwj_video.m3u8?zhebd
	
	河北三佳购物
	河北少儿
	
	
	河北影视剧
	
	衡山,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
	
	衡水新闻综合
	景县电视一套
	
	涞水新闻频道,https://jwcdnqx.hebyun.com.cn/live/lsdst/1500k/tzwj_video.m3u8
	涞水新闻频道,https://jwliveqxzb.hebyun.com.cn/lsdst/lsdst.m3u8
	
	隆化影视,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
	隆化综合,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
	
	鹿泉二套,https://jwcdnqx.hebyun.com.cn/live/luquaner/1500k/tzwj_video.m3u8
	鹿泉二套,https://jwliveqxzb.hebyun.com.cn/luquaner/luquaner.m3u8
	
	鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8
	鹿泉一套,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8?zhebd
	鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8
	鹿泉一套,https://jwliveqxzb.hebyun.com.cn/luquanyi/luquanyi.m3u8?zhebd
	
	滦平新闻频道
	
	滦州综合频道
	
	平泉影视频道,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8
	平泉影视频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
	
	平泉综合频道,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8
	平泉综合频道,https://jwliveqxzb.hebyun.com.cn/pqzh/pqzh.m3u8
	
	平乡综合频道
	
	迁安新闻综合,https://jwplay.hebyun.com.cn/live/jiuyunqianan/1500k/tzwj_video.m3u8
	
	迁西农业频道,https://jwcdnqx.hebyun.com.cn/live/qxny/1500k/tzwj_video.m3u8
	迁西农业频道,https://jwliveqxzb.hebyun.com.cn/qxny/qxny.m3u8
	
	迁西综合频道,https://jwcdnqx.hebyun.com.cn/live/qxzhpd/1500k/tzwj_video.m3u8
	迁西综合频道,https://jwliveqxzb.hebyun.com.cn/qxzhpd/qxzhpd.m3u8
	
	青县新闻,https://jwcdnqx.hebyun.com.cn/live/qxtvlive1/1500k/tzwj_video.m3u8
	
	清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
	清河经济综艺,https://jwliveqxzb.hebyun.com.cn/qinghe1/qinghe1.m3u8
	
	清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
	清河新闻综合,https://jwliveqxzb.hebyun.com.cn/qinghe/qinghe.m3u8
	
	清苑生活频道,https://jwcdnqx.hebyun.com.cn/live/qyshpd/1500k/tzwj_video.m3u8
	清苑新闻频道
	
	邱县电视二套
	邱县综合频道
	
	任丘文娱,https://jwcdnqx.hebyun.com.cn/live/rqtv2/1500k/tzwj_video.m3u8
	
	
	任丘综合,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
	涉县新闻综合,https://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8
	深泽综合
	深州综合
	
	石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8
	石家庄都市,http://pluslive1.sjzntv.cn/dushi/playlist.m3u8?zhebd
	
	石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8
	石家庄生活,http://pluslive1.sjzntv.cn/shenghuo/playlist.m3u8?zhebd
	
	石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8
	石家庄新闻,http://pluslive1.sjzntv.cn/xmzh/playlist.m3u8?zhebd
	
	石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8
	石家庄娱乐,http://pluslive1.sjzntv.cn/yule/playlist.m3u8?zhebd
	
	双滦新闻,https://jwcdnqx.hebyun.com.cn/live/slxw/1500k/tzwj_video.m3u8
	双滦影视,https://jwcdnqx.hebyun.com.cn/live/slys/1500k/tzwj_video.m3u8
	
	望都综合,https://jwcdnqx.hebyun.com.cn/live/wddst/1500k/tzwj_video.m3u8
	望都综合,https://jwliveqxzb.hebyun.com.cn/wddst/wddst.m3u8
	
	邢台公共
	
	
	邢台综合,https://jwplay.hebyun.com.cn/live/xttv/1500k/tzwj_video.m3u8?zhebd
	
	兴隆影视
	兴隆综合
	
	永清影视,http://60.10.203.69:8000/4.m3u8
	永清综合,http://60.10.203.69:8000/0.m3u8
	
	枣强综合,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8
	赵县电视一套
	涿州都市
	涿州生活
	涿州新闻
	
	
	
	//上面的河北地方台
	
	
	📡河南地方,#genre#
	
	安阳公共
	安阳科教
	
	安阳新闻综合,http://zhpull.dxhmt.cn:80/anyang/7e3b40563af54e2f9f48e2c67c5d9fab/playlist.m3u8
	
	宝丰综合,http://live.dxhmt.cn:9081/tv/10421-1.m3u8
	宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
	宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8?zhend
	
	郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
	郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
	
	登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8
	登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
	
	邓州新闻
	范县新闻综合,http://live.dxhmt.cn:9080/13603832636/13abd3089d9c47058fe34c49a6182981.m3u8
	
	方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
	方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
	方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
	
	封丘新闻综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
	封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
	
	扶沟综合,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
	扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
	扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
	
	巩义新闻综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
	巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
	巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
	
	
	固始综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8
	固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
	
	光山综合,http://live.dxhmt.cn:9081/tv/11522-1.m3u8
	光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
	
	河南都市
	河南梨园,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8
	
	河南民生
	
	河南乡村
	河南移动戏曲
	
	鹤壁综合频道
	
	鹤岗新闻综合,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
	
	滑县快乐3
	
	滑县民生
	
	滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
	滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
	滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
	
	淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
	淮滨综合,http://live.dxhmt.cn:9081/tv/11527-1.m3u8
	淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
	
	
	潢川综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8
	潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
	
	辉县新闻综合,http://live.dxhmt.cn:9081/tv/10782-1.m3u8
	辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
	
	获嘉综合,http://live.dxhmt.cn:9081/tv/10724-1.m3u8
	获嘉综合,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
	
	济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
	济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
	济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
